registro	ano	mes	dia	tmed	urmed	vento	tmax	urmax	ventomax	tmin	urmin	chuva
306	1997	11	2	26.46	73.94	1.26	33.34	98.81	6.95	19.42	42.69	0.00
307	1997	11	3	25.65	78.61	1.41	30.09	96.23	8.45	22.07	56.61	0.00
308	1997	11	4	24.23	78.93	2.77	28.46	94.64	8.45	20.79	60.98	0.00
309	1997	11	5	25.43	77.22	2.14	33.86	93.56	12.95	21.67	39.26	0.00
310	1997	11	6	24.33	84.39	0.85	29.73	100.00	5.45	20.74	57.00	2.50
311	1997	11	7	24.11	85.87	0.97	31.98	100.00	13.70	20.47	50.28	1.60
312	1997	11	8	25.21	78.62	1.30	31.29	100.00	5.45	20.59	44.04	0.00
313	1997	11	9	26.91	69.05	1.29	33.69	100.00	6.95	19.48	38.60	0.00
314	1997	11	10	28.32	56.58	0.94	36.38	95.93	6.20	19.58	20.20	0.00
315	1997	11	11	28.42	60.87	1.04	36.64	98.07	6.20	20.75	18.05	0.00
316	1997	11	12	26.09	74.81	1.86	32.88	100.00	11.45	21.34	39.74	8.50
317	1997	11	13	25.63	78.15	1.59	32.94	100.00	12.20	21.11	39.47	8.70
318	1997	11	14	24.02	83.62	1.91	30.47	99.80	10.70	19.46	54.38	0.10
319	1997	11	15	20.53	92.53	2.05	26.14	100.00	9.95	16.92	71.46	24.00
320	1997	11	16	21.32	95.39	1.16	27.69	100.00	6.95	18.66	69.31	16.60
321	1997	11	17	21.71	95.98	0.83	26.96	100.00	8.45	19.22	73.01	28.30
322	1997	11	18	20.51	99.68	1.40	24.51	100.00	8.45	18.75	82.71	37.50
323	1997	11	19	20.66	86.34	2.37	24.56	100.00	9.20	17.55	69.74	0.70
324	1997	11	20	22.84	77.88	1.53	30.18	100.00	11.45	15.79	48.94	0.00
325	1997	11	21	23.63	86.02	1.29	32.52	100.00	7.70	17.45	53.58	4.20
326	1997	11	22	23.84	86.28	0.81	30.63	100.00	9.20	19.05	50.35	8.10
327	1997	11	23	25.00	86.94	0.69	31.13	100.00	7.70	20.99	59.34	0.90
328	1997	11	24	23.01	89.69	1.47	31.15	100.00	11.45	19.48	54.52	45.70
329	1997	11	25	23.38	84.24	2.48	27.52	100.00	7.70	19.86	65.21	0.10
330	1997	11	26	21.88	95.62	0.90	25.78	100.00	6.20	19.63	72.95	8.70
331	1997	11	27	22.21	97.04	0.91	25.49	100.00	7.70	19.91	76.98	32.90
332	1997	11	28	20.00	93.39	2.26	21.99	100.00	9.20	17.42	78.03	4.60
333	1997	11	29	21.00	74.83	2.99	27.59	98.77	9.95	15.18	47.95	0.00
334	1997	11	30	22.60	77.57	1.45	28.91	95.95	7.70	16.80	54.80	0.00
335	1997	12	1	21.41	94.10	1.09	25.48	100.00	8.45	18.29	80.36	4.80
336	1997	12	2	22.61	89.15	2.09	27.76	100.00	9.95	19.35	65.21	8.90
337	1997	12	3	23.32	85.67	0.66	29.86	100.00	6.20	18.98	49.69	0.10
338	1997	12	4	21.01	97.76	0.69	23.67	100.00	8.45	18.97	83.86	22.00
339	1997	12	5	23.62	79.83	0.88	30.15	100.00	6.20	18.32	38.60	0.10
340	1997	12	6	25.64	72.99	1.14	32.60	100.00	9.95	19.14	38.20	0.00
341	1997	12	7	23.32	89.69	0.83	29.53	100.00	17.45	20.24	60.38	26.40
342	1997	12	8	23.90	89.12	1.43	29.78	100.00	7.70	20.26	65.20	0.10
343	1997	12	9	24.31	77.85	1.40	29.26	99.16	6.20	18.69	49.76	0.00
344	1997	12	10	24.42	69.00	1.69	31.73	100.00	8.45	18.26	37.40	0.00
345	1997	12	11	24.18	73.90	1.51	31.75	95.81	8.45	17.38	35.58	0.00
346	1997	12	12	23.99	84.32	1.07	30.92	100.00	8.45	18.67	52.24	0.00
347	1997	12	13	23.58	90.60	1.19	30.09	100.00	9.20	20.73	63.79	3.20
348	1997	12	14	24.12	86.50	1.50	30.28	100.00	13.70	20.35	52.84	18.90
349	1997	12	15	24.33	84.47	2.45	28.60	100.00	11.45	21.40	58.16	0.90
350	1997	12	16	23.70	79.01	1.83	31.68	100.00	12.20	18.38	34.91	0.00
351	1997	12	17	21.81	76.59	3.53	27.61	91.37	9.95	17.48	56.01	0.00
352	1997	12	18	23.00	81.11	1.49	28.29	94.37	7.70	18.51	58.56	0.70
353	1997	12	19	24.40	80.78	0.84	30.74	100.00	6.95	19.02	51.30	0.10
354	1997	12	20	25.51	75.19	1.31	31.63	100.00	6.95	19.10	49.88	0.00
355	1997	12	21	24.38	82.00	0.97	31.01	100.00	10.70	19.99	52.11	3.50
356	1997	12	22	26.23	76.84	1.29	32.97	100.00	7.70	19.57	43.16	0.00
357	1997	12	23	28.21	68.06	1.35	34.61	100.00	9.20	20.74	35.70	0.00
358	1997	12	24	27.47	73.88	1.45	35.05	100.00	10.70	20.43	36.85	76.80
359	1997	12	25	25.57	83.01	1.04	33.06	100.00	8.45	19.21	48.19	7.20
360	1997	12	26	25.91	78.53	1.14	32.68	99.41	9.20	19.70	43.23	0.30
361	1997	12	27	27.31	77.99	1.18	33.38	100.00	6.20	21.51	47.18	0.00
362	1997	12	28	26.06	82.17	1.34	33.33	99.01	12.95	21.90	51.35	0.00
363	1997	12	29	24.84	78.56	0.95	31.70	100.00	14.45	20.74	49.64	0.00
364	1997	12	30	24.59	85.20	1.02	32.14	100.00	12.20	20.11	41.77	9.80
365	1997	12	31	25.64	79.70	1.16	33.30	100.00	7.70	19.22	39.60	0.00
366	1998	1	1	25.95	79.34	0.90	34.22	100.00	9.95	21.10	40.81	0.00
367	1998	1	2	26.69	75.35	1.02	33.99	100.00	6.95	20.88	37.93	0.00
368	1998	1	3	25.87	80.60	1.15	31.56	100.00	10.70	21.71	49.34	0.20
369	1998	1	4	25.75	81.67	1.32	31.74	100.00	8.45	21.32	48.47	0.00
370	1998	1	5	27.01	78.64	1.08	34.01	100.00	6.95	21.47	47.12	0.00
371	1998	1	6	26.95	80.01	1.36	34.18	100.00	8.45	21.92	47.59	0.00
372	1998	1	7	23.79	90.92	1.51	30.17	100.00	12.95	21.37	60.71	0.70
373	1998	1	8	20.76	96.25	2.13	21.87	100.00	9.20	18.55	85.56	12.70
374	1998	1	9	20.07	87.62	3.26	22.25	97.90	9.20	17.90	78.22	0.40
375	1998	1	10	21.44	87.95	2.13	25.99	98.61	8.45	18.79	73.01	0.00
376	1998	1	11	24.42	81.91	1.01	31.95	100.00	6.95	17.84	47.87	0.00
377	1998	1	12	24.27	84.88	0.96	32.64	100.00	21.20	19.00	49.62	14.20
378	1998	1	13	24.35	82.65	0.68	30.66	100.00	5.45	19.30	54.72	0.00
379	1998	1	14	25.20	78.14	0.92	30.44	98.27	6.20	21.51	47.61	0.00
380	1998	1	15	24.68	86.56	0.59	30.11	100.00	17.45	21.22	55.06	0.50
381	1998	1	16	22.91	90.36	0.71	29.61	100.00	11.45	18.15	53.66	16.40
382	1998	1	17	23.08	90.63	1.02	29.59	100.00	14.45	18.26	62.52	50.00
383	1998	1	18	24.24	85.18	0.81	31.92	100.00	7.70	18.96	50.09	0.00
384	1998	1	19	25.27	79.55	1.31	32.48	100.00	10.70	19.53	45.85	0.00
385	1998	1	20	25.28	78.90	0.90	32.54	100.00	6.20	19.30	42.49	1.00
386	1998	1	21	25.90	76.88	0.65	31.72	100.00	6.20	20.33	48.88	0.00
387	1998	1	22	25.51	74.72	1.05	31.61	99.03	6.20	19.55	49.69	0.00
388	1998	1	23	25.62	77.63	1.02	32.76	100.00	7.70	19.80	41.69	0.00
389	1998	1	24	27.23	73.61	1.10	33.14	100.00	6.20	21.31	43.71	0.00
390	1998	1	25	24.46	89.14	1.26	31.71	100.00	8.45	20.83	56.80	4.50
391	1998	1	26	26.30	83.78	0.79	33.24	100.00	5.45	20.81	48.33	0.00
392	1998	1	27	27.58	76.74	0.86	33.41	100.00	6.20	22.14	45.58	0.00
393	1998	1	28	25.48	88.34	0.96	33.07	100.00	8.45	22.28	53.17	7.70
394	1998	1	29	25.40	88.05	0.82	30.87	100.00	8.45	21.75	59.83	0.10
395	1998	1	30	26.08	82.64	0.97	33.07	100.00	12.95	21.96	48.67	0.00
396	1998	1	31	26.91	80.35	1.04	33.77	100.00	6.95	21.51	45.98	0.20
397	1998	2	1	25.57	89.77	0.86	32.00	100.00	8.45	22.47	59.90	5.80
398	1998	2	2	26.55	80.70	0.96	33.48	100.00	10.70	21.61	51.63	0.10
399	1998	2	3	26.08	81.55	1.05	32.80	100.00	5.45	21.53	50.81	0.00
400	1998	2	4	24.41	88.57	1.10	33.83	100.00	16.70	20.61	46.68	33.20
401	1998	2	5	25.60	85.32	1.03	34.13	100.00	12.20	20.62	40.75	8.10
402	1998	2	6	25.48	86.03	0.54	31.39	100.00	5.45	21.00	55.93	0.10
403	1998	2	7	25.83	86.81	0.63	32.58	100.00	6.20	21.15	52.43	2.00
404	1998	2	8	25.55	91.16	0.83	32.56	100.00	7.70	22.67	55.33	0.20
405	1998	2	9	26.83	84.53	0.64	31.85	100.00	5.45	22.21	61.41	0.00
406	1998	2	10	25.44	91.04	1.10	30.88	100.00	12.20	22.12	66.22	21.30
407	1998	2	11	22.67	97.66	1.98	27.05	100.00	11.45	19.88	84.66	17.00
408	1998	2	12	20.11	92.71	3.19	23.03	99.43	9.20	18.40	78.16	4.50
409	1998	2	13	19.36	99.47	2.39	20.72	100.00	7.70	18.39	91.48	27.40
410	1998	2	14	20.91	99.57	1.27	24.02	100.00	6.20	19.11	88.16	18.90
411	1998	2	15	23.03	93.72	1.28	28.83	100.00	8.45	20.48	65.75	1.40
412	1998	2	16	21.57	95.12	0.80	25.41	100.00	6.20	18.59	73.91	113.20
413	1998	2	17	23.13	85.78	1.19	28.41	100.00	6.20	18.84	58.16	0.00
414	1998	2	18	23.93	82.85	0.83	31.44	100.00	5.45	17.04	51.91	0.00
415	1998	2	19	26.02	80.33	0.59	32.57	100.00	4.70	19.47	47.88	0.00
416	1998	2	20	24.77	85.77	0.83	31.36	100.00	9.95	19.98	57.40	20.50
417	1998	2	21	24.81	85.90	0.71	31.89	100.00	5.45	19.63	49.88	0.10
418	1998	2	22	24.67	85.92	0.88	30.78	100.00	8.45	20.40	58.01	0.00
419	1998	2	23	25.01	86.72	0.82	31.81	100.00	6.95	20.56	49.21	0.00
420	1998	2	24	22.76	98.69	0.61	29.56	100.00	6.95	21.01	68.70	47.10
421	1998	2	25	23.60	96.96	0.65	28.08	100.00	8.45	21.15	74.75	32.00
422	1998	2	26	23.98	93.62	0.89	29.89	100.00	6.95	21.13	66.40	0.30
423	1998	2	27	23.63	96.20	0.53	30.56	100.00	7.70	21.50	67.28	4.20
424	1998	2	28	24.01	96.01	0.64	29.92	100.00	9.20	21.61	71.32	4.80
425	1998	3	1	24.45	92.83	0.67	28.73	100.00	8.45	22.00	74.41	0.00
426	1998	3	2	23.77	91.44	0.98	30.31	100.00	6.95	20.36	63.52	4.70
427	1998	3	3	22.88	94.75	0.72	30.83	100.00	6.20	19.66	61.56	9.20
428	1998	3	4	22.54	95.08	0.73	31.57	100.00	12.20	19.82	56.47	4.10
429	1998	3	5	23.68	89.00	0.49	31.25	100.00	6.95	19.24	64.06	0.10
430	1998	3	6	25.70	78.16	0.46	33.12	100.00	5.45	19.56	37.46	0.00
431	1998	3	7	26.44	75.92	0.64	33.80	100.00	4.70	19.66	41.56	0.00
432	1998	3	8	26.73	77.25	0.74	34.30	100.00	7.70	20.50	39.07	0.10
433	1998	3	9	25.34	81.03	1.03	33.68	100.00	7.70	20.22	45.92	2.00
434	1998	3	10	26.07	77.40	0.73	33.65	100.00	6.95	19.19	38.94	0.00
435	1998	3	11	24.31	88.12	1.36	31.38	100.00	15.20	20.84	55.13	36.20
436	1998	3	12	24.65	85.46	0.96	32.07	100.00	7.70	19.77	51.23	0.00
437	1998	3	13	25.58	82.31	0.61	33.29	100.00	4.70	20.33	43.97	0.00
438	1998	3	14	25.80	83.10	1.83	29.90	100.00	3.98	21.70	59.79	0.00
439	1998	3	15	24.70	83.60	1.92	28.60	100.00	3.13	20.70	66.56	0.00
440	1998	3	16	21.80	81.30	3.08	27.74	100.00	9.95	17.89	55.94	0.00
441	1998	3	17	22.22	74.51	2.74	27.92	88.69	8.45	17.94	56.75	0.00
442	1998	3	18	22.20	86.98	1.30	28.15	100.00	8.45	18.13	62.14	0.00
443	1998	3	19	24.10	88.04	0.80	29.61	100.00	7.70	20.33	58.83	9.40
444	1998	3	20	25.24	81.49	0.84	31.79	100.00	9.95	20.26	53.05	0.00
445	1998	3	21	24.80	86.91	0.74	31.06	100.00	6.20	21.23	55.80	0.00
446	1998	3	22	23.26	90.84	1.00	28.10	100.00	16.70	19.39	64.94	22.20
447	1998	3	23	23.94	87.77	1.23	29.22	100.00	6.20	19.83	58.36	0.00
448	1998	3	24	25.68	82.87	0.85	32.01	100.00	6.20	19.80	51.10	0.00
449	1998	3	25	24.45	88.68	1.36	28.73	100.00	6.95	21.27	63.40	0.90
450	1998	3	26	22.15	76.21	1.91	27.85	100.00	8.45	17.44	39.22	0.00
451	1998	3	27	21.90	84.34	1.45	30.03	100.00	8.45	14.69	58.56	0.00
452	1998	3	28	24.10	85.95	1.13	30.92	100.00	17.45	18.56	58.15	21.80
453	1998	3	29	23.73	89.88	1.26	31.43	100.00	6.95	19.11	57.48	10.40
454	1998	3	30	22.20	96.55	0.54	25.72	100.00	4.70	19.90	77.20	1.60
455	1998	3	31	23.70	89.14	0.55	30.01	100.00	4.70	19.25	61.17	0.00
456	1998	4	1	22.13	94.03	1.49	28.78	100.00	8.45	18.92	67.70	7.20
457	1998	4	2	20.58	82.29	3.48	26.15	97.76	10.70	16.98	57.56	0.00
458	1998	4	3	18.87	74.65	3.72	24.35	96.08	9.95	15.63	46.36	0.00
459	1998	4	4	18.71	76.50	2.62	24.23	100.00	8.45	14.41	49.24	0.00
460	1998	4	5	19.53	76.60	1.83	25.07	96.76	7.70	15.04	49.63	0.00
461	1998	4	6	21.49	79.15	0.65	28.91	100.00	4.70	14.94	45.99	0.50
462	1998	4	7	18.71	97.74	0.90	21.52	100.00	9.20	16.42	79.33	1.60
463	1998	4	8	21.91	87.76	0.32	30.34	100.00	3.95	16.42	52.72	0.00
464	1998	4	9	21.41	98.40	0.56	23.89	100.00	6.20	19.44	83.59	24.60
465	1998	4	10	23.59	86.82	1.26	29.11	100.00	7.70	19.75	60.18	0.00
466	1998	4	11	23.05	85.64	0.86	31.25	100.00	6.20	16.16	54.72	0.00
467	1998	4	12	23.90	86.89	0.50	32.20	100.00	3.95	18.46	46.73	0.10
468	1998	4	13	24.50	83.00	0.49	32.01	100.00	12.20	18.41	43.02	0.00
469	1998	4	14	24.35	83.67	0.58	31.71	100.00	4.70	18.43	46.06	0.00
470	1998	4	15	24.85	81.18	0.49	32.38	100.00	4.70	18.16	47.40	0.00
471	1998	4	16	24.38	89.22	0.53	31.18	100.00	4.70	19.08	55.07	0.00
472	1998	4	17	22.85	93.98	1.37	28.21	100.00	9.20	20.43	65.15	12.10
473	1998	4	18	21.33	89.54	2.05	25.24	100.00	9.20	16.11	62.36	4.30
474	1998	4	19	18.30	75.88	0.93	25.89	100.00	6.20	11.98	37.89	0.00
475	1998	4	20	18.75	77.18	0.81	27.09	100.00	6.95	10.68	36.27	0.00
476	1998	4	21	21.30	85.70	0.40	30.78	100.00	3.20	13.15	55.06	0.00
477	1998	4	22	23.40	85.06	0.38	31.76	100.00	4.70	16.70	49.67	0.00
478	1998	4	23	24.68	78.11	0.76	31.89	100.00	6.95	18.07	45.85	0.00
479	1998	4	24	22.98	88.21	0.75	29.08	100.00	9.95	19.48	59.91	0.20
480	1998	4	25	22.71	89.15	0.94	28.71	100.00	6.95	17.76	61.79	0.10
481	1998	4	26	21.15	85.94	2.14	25.90	98.22	6.95	18.17	64.35	0.00
482	1998	4	27	22.66	82.14	0.73	31.02	100.00	4.70	17.05	47.94	0.10
483	1998	4	28	20.44	99.66	0.58	22.90	100.00	7.70	19.34	90.06	15.30
484	1998	4	29	20.71	93.94	1.46	25.31	100.00	10.70	16.94	76.73	4.50
485	1998	4	30	16.95	83.36	1.54	22.25	100.00	7.70	12.88	48.11	0.00
486	1998	5	1	15.69	81.40	0.78	22.27	100.00	6.95	10.01	44.22	0.00
487	1998	5	2	16.65	80.83	0.61	24.31	100.00	4.70	9.55	45.55	0.00
488	1998	5	3	15.93	98.27	0.79	20.68	100.00	6.20	13.30	75.35	10.60
489	1998	5	4	16.72	100.00	0.56	18.54	100.00	8.45	15.62	100.00	26.30
490	1998	5	5	17.91	90.11	2.06	22.41	100.00	7.70	14.89	63.44	0.40
491	1998	5	6	17.50	85.63	2.68	23.07	100.00	9.20	13.73	60.20	0.00
492	1998	5	7	16.64	84.34	2.70	22.80	100.00	9.20	11.90	57.05	0.00
493	1998	5	8	16.80	78.63	1.70	23.98	100.00	6.95	9.39	39.44	0.00
494	1998	5	9	16.45	82.71	0.36	25.37	100.00	3.95	9.57	41.91	0.10
495	1998	5	10	16.75	79.21	0.70	27.11	100.00	5.45	8.45	34.05	0.10
496	1998	5	11	17.48	79.04	1.41	26.62	100.00	6.95	9.01	38.15	0.00
497	1998	5	12	18.49	80.40	1.13	27.92	100.00	6.95	11.11	37.61	0.00
498	1998	5	13	18.95	78.52	0.97	28.00	100.00	3.95	10.92	30.96	0.00
499	1998	5	14	19.77	76.69	0.94	28.08	100.00	5.45	13.13	33.31	0.00
500	1998	5	15	21.02	86.45	1.16	25.99	98.47	6.20	16.97	66.52	0.20
501	1998	5	16	17.79	98.50	1.40	20.38	100.00	6.20	15.15	87.52	3.10
502	1998	5	17	15.85	80.49	1.36	22.32	100.00	6.95	10.76	48.78	0.00
503	1998	5	18	16.65	85.53	2.63	22.79	100.00	9.20	11.09	58.93	0.00
504	1998	5	19	18.64	84.36	0.79	25.09	100.00	5.45	13.60	56.56	0.00
505	1998	5	20	19.59	86.25	0.57	27.43	100.00	3.20	12.77	51.91	0.00
506	1998	5	21	19.44	82.86	0.64	28.17	100.00	6.95	12.83	37.14	0.10
507	1998	5	22	19.04	84.21	0.44	27.84	100.00	3.95	11.99	44.39	0.10
508	1998	5	23	20.39	79.16	0.46	27.87	100.00	3.20	12.87	47.62	0.00
509	1998	5	24	21.49	76.54	0.95	28.01	99.23	3.95	17.42	44.72	0.00
510	1998	5	25	21.80	70.64	0.73	28.59	97.48	5.45	17.24	33.85	0.00
511	1998	5	26	21.28	71.84	1.73	27.53	100.00	12.95	15.00	46.09	3.70
512	1998	5	27	19.55	98.79	1.30	23.93	100.00	7.70	16.01	82.51	17.30
513	1998	5	28	17.75	86.31	1.61	24.20	100.00	9.20	14.06	57.17	0.00
514	1998	5	29	15.82	100.00	0.73	17.29	100.00	6.20	14.03	89.91	21.70
515	1998	5	30	17.30	96.57	1.40	21.56	100.00	7.70	15.02	72.12	9.20
516	1998	5	31	15.71	89.44	0.58	21.41	100.00	3.95	10.74	43.61	0.30
517	1998	6	1	14.82	82.57	0.45	23.25	100.00	3.95	8.63	39.78	0.10
518	1998	6	2	15.43	85.33	0.79	23.45	100.00	6.95	9.93	46.02	0.00
519	1998	6	3	15.50	88.93	1.14	23.34	100.00	6.20	9.28	58.19	0.10
520	1998	6	4	14.69	87.48	1.54	22.85	100.00	8.45	8.56	54.23	0.10
521	1998	6	5	15.27	79.31	1.70	22.72	100.00	8.45	8.65	47.04	0.00
522	1998	6	6	15.78	83.79	0.56	24.67	100.00	4.70	8.13	47.43	0.10
523	1998	6	7	15.97	80.07	1.10	24.67	100.00	5.45	9.12	39.36	0.00
524	1998	6	8	14.56	81.25	1.06	23.83	100.00	4.70	6.85	38.76	0.10
525	1998	6	9	15.22	79.41	1.48	24.43	100.00	6.20	7.02	38.23	0.00
526	1998	6	10	17.18	73.58	1.45	27.07	100.00	6.95	8.38	31.23	0.00
527	1998	6	11	17.64	82.07	1.34	24.07	100.00	6.20	10.92	55.37	0.00
528	1998	6	12	16.46	83.69	2.95	20.81	99.45	9.20	12.06	58.07	0.00
529	1998	6	13	15.94	83.43	1.37	22.46	100.00	6.20	9.09	57.93	0.00
530	1998	6	14	17.79	84.93	0.94	24.79	100.00	7.70	12.18	57.09	0.00
531	1998	6	15	16.47	85.26	0.47	23.45	100.00	7.70	10.32	49.25	0.10
532	1998	6	16	16.15	80.32	1.73	22.92	100.00	8.45	9.03	49.19	0.00
533	1998	6	17	19.53	75.04	1.39	26.17	93.29	6.95	14.80	52.86	0.00
534	1998	6	18	19.89	81.02	1.36	27.77	100.00	6.20	12.83	49.90	0.00
535	1998	6	19	18.36	92.64	1.82	21.11	100.00	9.95	13.29	69.38	16.20
536	1998	6	20	15.36	88.45	0.95	22.26	100.00	6.95	10.25	58.59	0.10
537	1998	6	21	14.79	85.43	0.94	22.16	100.00	5.45	8.09	53.75	0.00
538	1998	6	22	15.57	85.95	0.53	23.83	100.00	3.95	8.52	49.30	0.00
539	1998	6	23	17.50	89.34	0.49	26.54	100.00	3.95	10.12	59.37	0.00
540	1998	6	24	17.78	91.12	1.01	23.17	100.00	9.95	14.31	60.41	7.60
541	1998	6	25	14.27	82.83	3.15	17.85	100.00	8.45	10.27	55.45	0.10
542	1998	6	26	13.96	79.29	0.88	22.44	100.00	6.20	7.30	41.65	0.00
543	1998	6	27	15.88	87.20	0.71	24.15	100.00	3.95	8.93	59.57	0.00
544	1998	6	28	16.70	91.76	0.50	25.04	100.00	4.70	11.69	59.37	0.00
545	1998	6	29	16.21	93.11	0.44	22.93	100.00	3.20	10.30	66.72	0.20
546	1998	6	30	16.77	91.44	0.35	25.70	100.00	3.95	10.42	59.12	0.20
547	1998	7	1	18.02	82.42	1.14	27.00	100.00	7.70	10.36	43.86	0.10
548	1998	7	2	18.55	81.20	1.04	27.50	100.00	3.95	11.62	42.45	0.00
549	1998	7	3	17.48	88.35	1.26	25.26	100.00	7.70	11.81	50.72	0.10
550	1998	7	4	17.84	85.83	1.13	25.90	100.00	7.70	11.35	51.65	0.00
551	1998	7	5	17.39	87.36	0.60	26.11	100.00	4.70	10.67	50.57	0.10
552	1998	7	6	15.87	91.51	0.60	23.83	100.00	5.45	10.17	57.98	0.20
553	1998	7	7	17.10	84.50	0.96	27.57	100.00	3.95	9.24	41.37	0.10
554	1998	7	8	19.71	70.26	1.84	29.51	100.00	9.20	11.97	27.13	0.00
555	1998	7	9	15.88	92.28	1.74	19.29	100.00	9.20	11.52	76.85	6.20
556	1998	7	10	13.05	83.50	2.64	18.37	100.00	9.95	8.29	57.75	0.00
557	1998	7	11	14.54	81.36	3.23	20.28	98.50	10.70	10.37	51.49	0.00
558	1998	7	12	13.19	79.62	2.94	19.19	100.00	11.45	8.96	49.00	0.00
559	1998	7	13	13.88	81.19	2.50	20.34	100.00	9.20	8.50	47.52	0.00
560	1998	7	14	14.32	81.67	0.68	22.53	100.00	4.70	7.04	43.47	0.00
561	1998	7	15	14.89	82.59	0.39	24.06	100.00	3.95	8.62	41.12	0.20
562	1998	7	16	14.67	76.08	0.51	25.53	100.00	3.95	6.89	28.08	0.10
563	1998	7	17	14.45	69.58	0.62	27.01	100.00	3.95	5.17	15.04	0.00
564	1998	7	18	17.10	66.09	1.06	28.92	98.93	6.20	7.88	23.10	0.00
565	1998	7	19	16.17	88.99	1.24	21.49	100.00	6.95	14.39	62.73	7.70
566	1998	7	20	17.39	95.48	0.48	23.06	100.00	7.70	13.60	68.60	0.10
567	1998	7	21	20.77	79.33	0.85	30.27	100.00	4.70	12.18	34.79	0.20
568	1998	7	22	19.82	83.41	0.99	27.88	100.00	6.20	13.01	47.55	0.00
569	1998	7	23	18.87	85.42	0.66	28.02	100.00	5.45	11.50	48.62	0.00
570	1998	7	24	19.08	86.68	0.53	26.23	100.00	5.45	13.10	55.34	0.10
571	1998	7	25	19.79	81.88	0.50	27.55	100.00	5.45	13.33	49.16	0.00
572	1998	7	26	20.22	70.70	0.95	27.83	100.00	6.20	13.17	35.86	0.00
573	1998	7	27	20.79	70.03	0.76	29.23	100.00	4.70	11.95	33.85	0.00
574	1998	7	28	21.38	69.17	1.11	29.55	100.00	6.20	14.54	28.74	0.00
575	1998	7	29	20.46	73.07	1.91	29.64	100.00	9.20	13.33	29.34	0.00
576	1998	7	30	16.42	84.35	2.72	22.13	97.53	8.45	12.78	59.73	0.00
577	1998	7	31	17.80	81.87	0.54	27.59	100.00	5.45	10.40	46.14	0.00
578	1998	8	1	18.92	75.75	1.53	27.39	100.00	7.70	11.58	36.87	0.00
579	1998	8	2	16.92	86.72	1.38	19.41	100.00	6.95	13.32	59.64	6.60
580	1998	8	3	17.44	82.02	0.89	25.52	100.00	4.70	11.45	0.00	0.10
581	1998	8	4	18.76	80.25	1.07	28.99	100.00	10.70	10.45	36.00	0.90
582	1998	8	5	16.84	98.30	1.25	20.44	100.00	9.20	14.64	80.93	6.10
583	1998	8	6	16.05	93.77	0.47	20.61	100.00	3.95	11.80	68.62	0.10
584	1998	8	7	18.01	85.13	1.42	23.38	100.00	8.45	13.67	55.70	0.00
585	1998	8	8	18.70	85.21	1.38	24.26	100.00	6.95	13.69	63.43	0.00
586	1998	8	9	17.67	100.00	0.53	19.32	100.00	4.70	16.45	90.50	3.90
587	1998	8	10	18.71	91.93	0.54	23.21	100.00	6.20	15.30	68.74	0.30
588	1998	8	11	19.99	87.76	1.18	26.89	100.00	8.45	14.22	55.54	0.00
589	1998	8	12	21.64	82.04	1.06	28.87	100.00	6.20	15.09	50.97	0.00
590	1998	8	13	23.61	78.21	1.16	31.78	100.00	9.95	16.36	43.18	0.00
591	1998	8	14	21.93	84.37	1.55	30.15	100.00	9.95	17.36	49.43	4.10
592	1998	8	15	23.72	68.34	1.61	31.94	100.00	7.70	15.87	29.21	0.00
593	1998	8	16	22.06	79.33	1.55	29.29	97.56	7.70	17.81	43.92	0.00
594	1998	8	17	21.94	78.86	0.80	30.16	100.00	6.20	15.05	43.92	0.00
595	1998	8	18	22.26	69.02	1.33	30.04	100.00	6.95	15.58	28.54	0.00
596	1998	8	19	19.24	79.52	1.44	23.58	97.29	12.95	14.50	61.78	0.00
597	1998	8	20	22.07	74.76	1.23	30.61	100.00	6.95	14.05	38.13	0.00
598	1998	8	21	22.27	75.07	0.85	32.47	100.00	6.95	15.02	28.94	0.00
599	1998	8	22	19.72	86.27	1.92	27.70	100.00	11.45	14.77	57.36	0.00
600	1998	8	23	21.90	76.95	0.83	29.53	100.00	6.20	14.26	44.73	0.00
601	1998	8	24	23.31	66.42	1.24	31.03	100.00	9.20	16.39	33.03	0.00
602	1998	8	25	23.12	59.88	1.27	31.94	95.64	6.20	14.93	24.23	0.00
603	1998	8	26	22.90	58.91	1.10	31.98	97.63	6.95	14.09	22.36	0.00
604	1998	8	27	20.41	69.59	1.66	25.40	98.91	9.20	16.39	32.25	0.00
605	1998	8	28	19.02	71.77	1.12	25.41	100.00	6.20	13.58	40.11	0.00
606	1998	8	29	18.18	81.93	1.30	24.97	100.00	6.20	12.98	52.67	0.00
607	1998	8	30	16.70	77.71	3.78	22.64	94.10	12.20	13.73	54.98	0.00
608	1998	8	31	18.76	69.47	2.58	27.04	94.34	9.20	13.75	41.77	0.00
609	1998	9	1	19.02	68.98	1.13	27.56	100.00	6.95	10.49	28.74	0.00
610	1998	9	2	19.45	62.34	0.94	28.67	100.00	6.95	9.99	25.72	0.00
611	1998	9	3	22.03	54.34	1.31	31.04	96.89	9.95	11.48	22.43	0.00
612	1998	9	4	21.63	63.73	1.08	27.13	88.68	6.95	16.82	47.30	0.00
613	1998	9	5	17.86	98.39	0.92	19.26	100.00	11.45	16.49	81.16	6.80
614	1998	9	6	19.60	90.31	1.63	23.74	100.00	9.20	16.21	70.43	1.50
615	1998	9	7	20.15	89.31	1.17	26.49	100.00	8.45	15.37	64.57	0.00
